product_id,price,open_24h,volume_24h,low_24h,high_24h,best_bid,best_ask,time,ingested_at
BTC-USD,68554.4,69727.98,7965.09489507,67710.01,69997.76,68554.39,68554.40,2026-04-07T19:24:44.215321Z,2026-04-07T19:24:44.270062
BTC-USD,68554.39,69727.98,7965.09489515,67710.01,69997.76,68554.39,68554.40,2026-04-07T19:24:44.620517Z,2026-04-07T19:24:44.673826
ETH-USD,2094.57,2144.29,192305.13251968,2059.82,2155.73,2094.56,2094.57,2026-04-07T19:24:44.753047Z,2026-04-07T19:24:44.809969
ETH-USD,2094.57,2144.29,192305.28430054,2059.82,2155.73,2094.56,2094.58,2026-04-07T19:24:44.753152Z,2026-04-07T19:24:44.814385
ETH-USD,2094.58,2144.29,192306.00043718,2059.82,2155.73,2094.56,2094.73,2026-04-07T19:24:44.753152Z,2026-04-07T19:24:44.818527
BTC-USD,68554.4,69727.98,7965.09510858,67710.01,69997.76,68554.39,68554.41,2026-04-07T19:24:44.795678Z,2026-04-07T19:24:44.851974
BTC-USD,68554.41,69727.98,7965.09510881,67710.01,69997.76,68554.39,68554.41,2026-04-07T19:24:44.795678Z,2026-04-07T19:24:44.856829
BTC-USD,68554.41,69727.98,7965.09536320,67710.01,69997.76,68554.39,68554.50,2026-04-07T19:24:44.795678Z,2026-04-07T19:24:44.861026
BTC-USD,68554.5,69727.98,7965.09568583,67710.01,69997.76,68554.39,68554.50,2026-04-07T19:24:44.795678Z,2026-04-07T19:24:44.869295
BTC-USD,68554.5,69727.98,7965.09571412,67710.01,69997.76,68554.39,68554.50,2026-04-07T19:24:44.795678Z,2026-04-07T19:24:44.875806
ETH-USD,2094.72,2144.29,192306.17169557,2059.82,2155.73,2094.72,2094.73,2026-04-07T19:24:44.814357Z,2026-04-07T19:24:44.878729
BTC-USD,68555.42,69727.98,7965.09609612,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:45.044658Z,2026-04-07T19:24:45.100891
BTC-USD,68555.41,69727.98,7965.09847774,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:45.051609Z,2026-04-07T19:24:45.106349
BTC-USD,68555.41,69727.98,7965.09847779,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:45.111048Z,2026-04-07T19:24:45.167375
SOL-USD,80.6,81.92,1495145.36506079,78.36,82.16,80.590,80.600,2026-04-07T19:24:45.244332Z,2026-04-07T19:24:45.298809
SOL-USD,80.6,81.92,1495145.37939573,78.36,82.16,80.590,80.600,2026-04-07T19:24:45.244332Z,2026-04-07T19:24:45.303403
SOL-USD,80.6,81.92,1495145.73961462,78.36,82.16,80.590,80.600,2026-04-07T19:24:45.244332Z,2026-04-07T19:24:45.308312
SOL-USD,80.6,81.92,1495145.73961546,78.36,82.16,80.590,80.610,2026-04-07T19:24:45.246914Z,2026-04-07T19:24:45.312869
BTC-USD,68555.42,69727.98,7965.09875416,67710.01,69997.76,68555.41,68556.45,2026-04-07T19:24:45.265591Z,2026-04-07T19:24:45.338473
ETH-USD,2094.8,2144.29,192306.17269557,2059.82,2155.73,2094.79,2094.84,2026-04-07T19:24:45.310605Z,2026-04-07T19:24:45.362264
ETH-USD,2094.84,2144.29,192306.88874093,2059.82,2155.73,2094.79,2094.88,2026-04-07T19:24:45.310605Z,2026-04-07T19:24:45.368528
ETH-USD,2094.88,2144.29,192306.88974093,2059.82,2155.73,2094.87,2094.96,2026-04-07T19:24:45.319529Z,2026-04-07T19:24:45.374904
ETH-USD,2094.96,2144.29,192306.89074093,2059.82,2155.73,2094.87,2095.04,2026-04-07T19:24:45.319529Z,2026-04-07T19:24:45.377490
ETH-USD,2095.04,2144.29,192306.89174093,2059.82,2155.73,2094.87,2095.10,2026-04-07T19:24:45.319529Z,2026-04-07T19:24:45.380722
ETH-USD,2095.1,2144.29,192307.88923854,2059.82,2155.73,2094.87,2095.10,2026-04-07T19:24:45.319529Z,2026-04-07T19:24:45.384861
SOL-USD,80.61,81.92,1495145.73974267,78.36,82.16,80.600,80.610,2026-04-07T19:24:45.322453Z,2026-04-07T19:24:45.387816
SOL-USD,80.61,81.92,1495145.75374267,78.36,82.16,80.600,80.620,2026-04-07T19:24:45.322453Z,2026-04-07T19:24:45.394648
ETH-USD,2094.99,2144.29,192308.60523241,2059.82,2155.73,2094.98,2095.00,2026-04-07T19:24:45.330214Z,2026-04-07T19:24:45.399830
ETH-USD,2095,2144.29,192308.82075895,2059.82,2155.73,2094.98,2095.01,2026-04-07T19:24:45.330214Z,2026-04-07T19:24:45.401402
ETH-USD,2095.01,2144.29,192308.88973615,2059.82,2155.73,2094.98,2095.01,2026-04-07T19:24:45.330214Z,2026-04-07T19:24:45.405822
ETH-USD,2095,2144.29,192309.10526269,2059.82,2155.73,2094.99,2095.01,2026-04-07T19:24:45.340339Z,2026-04-07T19:24:45.410920
ETH-USD,2095.01,2144.29,192309.25126323,2059.82,2155.73,2094.99,2095.10,2026-04-07T19:24:45.340339Z,2026-04-07T19:24:45.417219
ETH-USD,2095.1,2144.29,192309.72426782,2059.82,2155.73,2094.99,2095.10,2026-04-07T19:24:45.340339Z,2026-04-07T19:24:45.421071
ETH-USD,2095.1,2144.29,192309.89023376,2059.82,2155.73,2094.99,2095.10,2026-04-07T19:24:45.340339Z,2026-04-07T19:24:45.432766
ETH-USD,2095.09,2144.29,192310.62871376,2059.82,2155.73,2095.01,2095.12,2026-04-07T19:24:45.347126Z,2026-04-07T19:24:45.436940
ETH-USD,2095.02,2144.29,192310.84369150,2059.82,2155.73,2095.01,2095.02,2026-04-07T19:24:45.356679Z,2026-04-07T19:24:45.440862
ETH-USD,2095.02,2144.29,192311.05921804,2059.82,2155.73,2095.01,2095.09,2026-04-07T19:24:45.356679Z,2026-04-07T19:24:45.447919
ETH-USD,2095.09,2144.29,192311.21453964,2059.82,2155.73,2095.01,2095.11,2026-04-07T19:24:45.356679Z,2026-04-07T19:24:45.452911
ETH-USD,2095.11,2144.29,192311.62921137,2059.82,2155.73,2095.01,2095.11,2026-04-07T19:24:45.356679Z,2026-04-07T19:24:45.460062
ETH-USD,2095.09,2144.29,192312.01039279,2059.82,2155.73,2095.05,2095.11,2026-04-07T19:24:45.361330Z,2026-04-07T19:24:45.467545
ETH-USD,2095.1,2144.29,192312.57817279,2059.82,2155.73,2095.02,2095.11,2026-04-07T19:24:45.364528Z,2026-04-07T19:24:45.490039
ETH-USD,2095.11,2144.29,192312.66350106,2059.82,2155.73,2095.06,2095.12,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.495409
ETH-USD,2095.12,2144.29,192312.66450106,2059.82,2155.73,2095.06,2095.12,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.507226
ETH-USD,2095.12,2144.29,192312.66521723,2059.82,2155.73,2095.06,2095.16,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.517096
ETH-USD,2095.16,2144.29,192312.88019497,2059.82,2155.73,2095.06,2095.16,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.528147
ETH-USD,2095.16,2144.29,192313.57867040,2059.82,2155.73,2095.06,2095.16,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.530364
ETH-USD,2095.1,2144.29,192313.98028977,2059.82,2155.73,2095.10,2095.16,2026-04-07T19:24:45.370241Z,2026-04-07T19:24:45.542972
ETH-USD,2095.11,2144.29,192314.38050477,2059.82,2155.73,2095.10,2095.16,2026-04-07T19:24:45.372340Z,2026-04-07T19:24:45.553689
ETH-USD,2095.1,2144.29,192314.61108177,2059.82,2155.73,2095.10,2095.16,2026-04-07T19:24:45.372340Z,2026-04-07T19:24:45.559052
ETH-USD,2095.1,2144.29,192314.75338301,2059.82,2155.73,2095.07,2095.16,2026-04-07T19:24:45.373130Z,2026-04-07T19:24:45.574063
ETH-USD,2095.11,2144.29,192314.89568425,2059.82,2155.73,2095.11,2095.15,2026-04-07T19:24:45.376097Z,2026-04-07T19:24:45.586302
ETH-USD,2095.11,2144.29,192315.52788062,2059.82,2155.73,2095.10,2095.15,2026-04-07T19:24:45.376104Z,2026-04-07T19:24:45.596807
ETH-USD,2095.1,2144.29,192315.67018186,2059.82,2155.73,2095.10,2095.15,2026-04-07T19:24:45.376104Z,2026-04-07T19:24:45.615413
ETH-USD,2095.15,2144.29,192316.17018186,2059.82,2155.73,2095.10,2095.16,2026-04-07T19:24:45.376396Z,2026-04-07T19:24:45.623838
ETH-USD,2095.16,2144.29,192316.54902775,2059.82,2155.73,2095.10,2095.16,2026-04-07T19:24:45.376396Z,2026-04-07T19:24:45.625863
ETH-USD,2095.16,2144.29,192316.67067947,2059.82,2155.73,2095.10,2095.16,2026-04-07T19:24:45.376396Z,2026-04-07T19:24:45.635118
ETH-USD,2095.12,2144.29,192317.23104231,2059.82,2155.73,2095.11,2095.16,2026-04-07T19:24:45.378830Z,2026-04-07T19:24:45.638819
ETH-USD,2095.11,2144.29,192317.30287584,2059.82,2155.73,2095.11,2095.16,2026-04-07T19:24:45.378830Z,2026-04-07T19:24:45.644907
ETH-USD,2095.1,2144.29,192317.52042205,2059.82,2155.73,2095.10,2095.11,2026-04-07T19:24:45.382373Z,2026-04-07T19:24:45.653493
ETH-USD,2095.1,2144.29,192317.57103176,2059.82,2155.73,2095.10,2095.11,2026-04-07T19:24:45.384038Z,2026-04-07T19:24:45.655978
ETH-USD,2095.1,2144.29,192317.93237345,2059.82,2155.73,2095.09,2095.11,2026-04-07T19:24:45.385371Z,2026-04-07T19:24:45.660401
ETH-USD,2095.11,2144.29,192318.14735119,2059.82,2155.73,2095.09,2095.11,2026-04-07T19:24:45.388276Z,2026-04-07T19:24:45.668119
ETH-USD,2095.11,2144.29,192318.64735119,2059.82,2155.73,2095.09,2095.15,2026-04-07T19:24:45.388276Z,2026-04-07T19:24:45.674126
ETH-USD,2095.15,2144.29,192318.93287106,2059.82,2155.73,2095.09,2095.15,2026-04-07T19:24:45.388276Z,2026-04-07T19:24:45.682688
BTC-USD,68556.84,69727.98,7965.09877116,67710.01,69997.76,68556.83,68556.84,2026-04-07T19:24:45.411635Z,2026-04-07T19:24:45.692667
BTC-USD,68556.84,69727.98,7965.09890934,67710.01,69997.76,68556.83,68559.13,2026-04-07T19:24:45.411635Z,2026-04-07T19:24:45.702016
BTC-USD,68559.58,69727.98,7965.10048234,67710.01,69997.76,68559.57,68560.18,2026-04-07T19:24:45.428982Z,2026-04-07T19:24:45.713054
BTC-USD,68560.18,69727.98,7965.10049934,67710.01,69997.76,68559.57,68561.99,2026-04-07T19:24:45.428982Z,2026-04-07T19:24:45.718200
BTC-USD,68561.99,69727.98,7965.10079106,67710.01,69997.76,68559.57,68562.20,2026-04-07T19:24:45.428982Z,2026-04-07T19:24:45.723383
BTC-USD,68562.2,69727.98,7965.10308104,67710.01,69997.76,68559.57,68562.20,2026-04-07T19:24:45.428982Z,2026-04-07T19:24:45.727512
BTC-USD,68562.2,69727.98,7965.10467106,67710.01,69997.76,68559.57,68563.52,2026-04-07T19:24:45.429163Z,2026-04-07T19:24:45.738224
BTC-USD,68563.52,69727.98,7965.10468806,67710.01,69997.76,68563.51,68563.52,2026-04-07T19:24:45.454699Z,2026-04-07T19:24:45.747278
BTC-USD,68563.52,69727.98,7965.12270646,67710.01,69997.76,68563.51,68566.86,2026-04-07T19:24:45.454699Z,2026-04-07T19:24:45.754812
BTC-USD,68563.53,69727.98,7965.12376946,67710.01,69997.76,68563.52,68563.53,2026-04-07T19:24:45.513558Z,2026-04-07T19:24:45.759980
BTC-USD,68563.53,69727.98,7965.12433669,67710.01,69997.76,68563.52,68563.53,2026-04-07T19:24:45.537329Z,2026-04-07T19:24:45.767390
BTC-USD,68563.52,69727.98,7965.12716451,67710.01,69997.76,68563.52,68563.53,2026-04-07T19:24:45.589416Z,2026-04-07T19:24:45.796784
BTC-USD,68563.52,69727.98,7965.12789370,67710.01,69997.76,68562.01,68563.53,2026-04-07T19:24:45.589416Z,2026-04-07T19:24:45.811717
BTC-USD,68562.01,69727.98,7965.12793457,67710.01,69997.76,68561.12,68563.53,2026-04-07T19:24:45.589416Z,2026-04-07T19:24:45.854511
BTC-USD,68559.57,69727.98,7965.12793461,67710.01,69997.76,68559.57,68560.00,2026-04-07T19:24:45.614181Z,2026-04-07T19:24:45.856771
BTC-USD,68559.58,69727.98,7965.12794313,67710.01,69997.76,68559.57,68559.58,2026-04-07T19:24:45.786287Z,2026-04-07T19:24:45.864207
ETH-USD,2095.07,2144.29,192319.70636867,2059.82,2155.73,2095.07,2095.08,2026-04-07T19:24:45.869047Z,2026-04-07T19:24:45.921245
ETH-USD,2095.07,2144.29,192319.70716504,2059.82,2155.73,2095.06,2095.08,2026-04-07T19:24:45.869047Z,2026-04-07T19:24:45.930278
ETH-USD,2095.06,2144.29,192320.30354333,2059.82,2155.73,2095.06,2095.08,2026-04-07T19:24:45.869047Z,2026-04-07T19:24:45.942439
ETH-USD,2095.06,2144.29,192320.48166265,2059.82,2155.73,2095.03,2095.08,2026-04-07T19:24:45.869053Z,2026-04-07T19:24:45.949711
ETH-USD,2095.03,2144.29,192321.25616026,2059.82,2155.73,2094.64,2095.08,2026-04-07T19:24:45.869053Z,2026-04-07T19:24:45.951740
BTC-USD,68558.58,69727.98,7965.12795699,67710.01,69997.76,68558.03,68558.58,2026-04-07T19:24:45.895171Z,2026-04-07T19:24:45.971302
BTC-USD,68557.31,69727.98,7965.12795709,67710.01,69997.76,68557.02,68557.31,2026-04-07T19:24:45.927940Z,2026-04-07T19:24:45.981419
BTC-USD,68557.28,69727.98,7965.12795719,67710.01,69997.76,68557.28,68557.29,2026-04-07T19:24:46.023804Z,2026-04-07T19:24:46.080899
BTC-USD,68557.11,69727.98,7965.12795724,67710.01,69997.76,68557.11,68557.12,2026-04-07T19:24:46.413971Z,2026-04-07T19:24:46.483681
ETH-USD,2094.65,2144.29,192321.97235880,2059.82,2155.73,2094.64,2094.70,2026-04-07T19:24:46.432162Z,2026-04-07T19:24:46.491108
ETH-USD,2094.71,2144.29,192322.25665787,2059.82,2155.73,2094.64,2094.71,2026-04-07T19:24:46.432162Z,2026-04-07T19:24:46.496949
ETH-USD,2094.66,2144.29,192322.97285641,2059.82,2155.73,2094.65,2094.71,2026-04-07T19:24:46.445231Z,2026-04-07T19:24:46.501811
ETH-USD,2094.71,2144.29,192323.25715548,2059.82,2155.73,2094.65,2094.71,2026-04-07T19:24:46.445231Z,2026-04-07T19:24:46.511049
ETH-USD,2094.7,2144.29,192323.97335402,2059.82,2155.73,2094.66,2094.71,2026-04-07T19:24:46.458548Z,2026-04-07T19:24:46.517319
ETH-USD,2094.71,2144.29,192324.02329944,2059.82,2155.73,2094.66,2094.71,2026-04-07T19:24:46.458548Z,2026-04-07T19:24:46.525016
ETH-USD,2094.71,2144.29,192324.25765309,2059.82,2155.73,2094.66,2094.71,2026-04-07T19:24:46.458548Z,2026-04-07T19:24:46.528379
ETH-USD,2094.72,2144.29,192324.97373945,2059.82,2155.73,2094.71,2094.78,2026-04-07T19:24:46.468127Z,2026-04-07T19:24:46.532778
ETH-USD,2094.78,2144.29,192325.25815070,2059.82,2155.73,2094.71,2094.78,2026-04-07T19:24:46.468127Z,2026-04-07T19:24:46.540022
SOL-USD,80.61,81.92,1495146.36678267,78.36,82.16,80.600,80.610,2026-04-07T19:24:46.523529Z,2026-04-07T19:24:46.577898
SOL-USD,80.61,81.92,1495146.97982267,78.36,82.16,80.600,80.610,2026-04-07T19:24:46.523594Z,2026-04-07T19:24:46.580859
ETH-USD,2094.72,2144.29,192325.97434924,2059.82,2155.73,2094.71,2094.78,2026-04-07T19:24:46.560856Z,2026-04-07T19:24:46.611041
ETH-USD,2094.77,2144.29,192326.02062139,2059.82,2155.73,2094.76,2094.77,2026-04-07T19:24:46.567114Z,2026-04-07T19:24:46.619673
SOL-USD,80.59,81.92,1495162.48912774,78.36,82.16,80.590,80.610,2026-04-07T19:24:46.825558Z,2026-04-07T19:24:46.882751
SOL-USD,80.59,81.92,1495165.83012774,78.36,82.16,80.590,80.610,2026-04-07T19:24:46.825558Z,2026-04-07T19:24:46.892510
SOL-USD,80.59,81.92,1495165.84412774,78.36,82.16,80.580,80.610,2026-04-07T19:24:46.825558Z,2026-04-07T19:24:46.914675
BTC-USD,68556.34,69727.98,7965.12868643,67710.01,69997.76,68555.41,68556.35,2026-04-07T19:24:46.837539Z,2026-04-07T19:24:46.933987
ETH-USD,2094.77,2144.29,192326.69041830,2059.82,2155.73,2094.76,2094.77,2026-04-07T19:24:46.853736Z,2026-04-07T19:24:46.977968
ETH-USD,2094.77,2144.29,192327.02111900,2059.82,2155.73,2094.76,2094.77,2026-04-07T19:24:46.853736Z,2026-04-07T19:24:46.990962
ETH-USD,2094.77,2144.29,192327.19041830,2059.82,2155.73,2094.76,2094.77,2026-04-07T19:24:46.873254Z,2026-04-07T19:24:46.997308
ETH-USD,2094.77,2144.29,192327.90661684,2059.82,2155.73,2094.76,2094.77,2026-04-07T19:24:46.873254Z,2026-04-07T19:24:47.006713
ETH-USD,2094.77,2144.29,192328.02161661,2059.82,2155.73,2094.76,2094.77,2026-04-07T19:24:46.873254Z,2026-04-07T19:24:47.011194
ETH-USD,2094.76,2144.29,192328.30591568,2059.82,2155.73,2094.76,2094.77,2026-04-07T19:24:46.874584Z,2026-04-07T19:24:47.014985
ETH-USD,2094.76,2144.29,192328.78941329,2059.82,2155.73,2094.72,2094.77,2026-04-07T19:24:46.874584Z,2026-04-07T19:24:47.034433
ETH-USD,2094.73,2144.29,192329.50565666,2059.82,2155.73,2094.72,2094.76,2026-04-07T19:24:46.900952Z,2026-04-07T19:24:47.041547
ETH-USD,2094.76,2144.29,192329.78991090,2059.82,2155.73,2094.72,2094.76,2026-04-07T19:24:46.900952Z,2026-04-07T19:24:47.063693
BTC-USD,68555.41,69727.98,7965.12868645,67710.01,69997.76,68555.41,68555.44,2026-04-07T19:24:46.905631Z,2026-04-07T19:24:47.070650
ETH-USD,2094.73,2144.29,192330.50615427,2059.82,2155.73,2094.72,2094.75,2026-04-07T19:24:46.932673Z,2026-04-07T19:24:47.072538
ETH-USD,2094.75,2144.29,192330.72113201,2059.82,2155.73,2094.72,2094.75,2026-04-07T19:24:46.932673Z,2026-04-07T19:24:47.087566
ETH-USD,2094.75,2144.29,192330.79040851,2059.82,2155.73,2094.72,2094.75,2026-04-07T19:24:46.932673Z,2026-04-07T19:24:47.090187
ETH-USD,2094.75,2144.29,192331.43720791,2059.82,2155.73,2094.73,2094.75,2026-04-07T19:24:46.951657Z,2026-04-07T19:24:47.099625
ETH-USD,2094.75,2144.29,192331.79090612,2059.82,2155.73,2094.73,2094.75,2026-04-07T19:24:46.951657Z,2026-04-07T19:24:47.103209
ETH-USD,2094.76,2144.29,192332.00665188,2059.82,2155.73,2094.75,2094.76,2026-04-07T19:24:46.961364Z,2026-04-07T19:24:47.110097
ETH-USD,2094.76,2144.29,192332.03051882,2059.82,2155.73,2094.75,2094.77,2026-04-07T19:24:46.961364Z,2026-04-07T19:24:47.111976
ETH-USD,2094.77,2144.29,192332.53051882,2059.82,2155.73,2094.75,2094.79,2026-04-07T19:24:46.961364Z,2026-04-07T19:24:47.117751
ETH-USD,2094.79,2144.29,192332.79140373,2059.82,2155.73,2094.75,2094.79,2026-04-07T19:24:46.961364Z,2026-04-07T19:24:47.121576
BTC-USD,68555.41,69727.98,7965.12868664,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:47.004680Z,2026-04-07T19:24:47.131746
BTC-USD,68555.41,69727.98,7965.14618645,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:47.004680Z,2026-04-07T19:24:47.136929
ETH-USD,2094.75,2144.29,192333.52988373,2059.82,2155.73,2094.75,2094.76,2026-04-07T19:24:47.081130Z,2026-04-07T19:24:47.141737
ETH-USD,2094.75,2144.29,192334.29838134,2059.82,2155.73,2094.74,2094.76,2026-04-07T19:24:47.081130Z,2026-04-07T19:24:47.144101
ETH-USD,2094.74,2144.29,192334.95090002,2059.82,2155.73,2094.74,2094.76,2026-04-07T19:24:47.081130Z,2026-04-07T19:24:47.150133
BTC-USD,68555.42,69727.98,7965.14636145,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:47.182661Z,2026-04-07T19:24:47.259152
BTC-USD,68555.41,69727.98,7965.14636149,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:47.375651Z,2026-04-07T19:24:47.426832
BTC-USD,68555.42,69727.98,7965.14653349,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:47.419087Z,2026-04-07T19:24:47.472722
ETH-USD,2094.77,2144.29,192335.66706994,2059.82,2155.73,2094.76,2094.83,2026-04-07T19:24:47.482223Z,2026-04-07T19:24:47.534263
ETH-USD,2094.83,2144.29,192335.69093688,2059.82,2155.73,2094.76,2094.84,2026-04-07T19:24:47.482223Z,2026-04-07T19:24:47.537748
ETH-USD,2094.84,2144.29,192335.95139763,2059.82,2155.73,2094.76,2094.84,2026-04-07T19:24:47.482223Z,2026-04-07T19:24:47.540523
ETH-USD,2094.84,2144.29,192336.66744276,2059.82,2155.73,2094.83,2094.84,2026-04-07T19:24:47.495124Z,2026-04-07T19:24:47.548219
ETH-USD,2094.84,2144.29,192336.95189524,2059.82,2155.73,2094.83,2094.84,2026-04-07T19:24:47.495124Z,2026-04-07T19:24:47.553024
ETH-USD,2094.87,2144.29,192337.66806516,2059.82,2155.73,2094.86,2094.96,2026-04-07T19:24:47.595759Z,2026-04-07T19:24:47.646348
BTC-USD,68555.42,69727.98,7965.16410489,67710.01,69997.76,68555.41,68555.42,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.674297
BTC-USD,68555.42,69727.98,7965.16428708,67710.01,69997.76,68555.41,68555.43,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.677801
BTC-USD,68555.43,69727.98,7965.18220548,67710.01,69997.76,68555.41,68555.43,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.681134
BTC-USD,68555.43,69727.98,7965.18223373,67710.01,69997.76,68555.41,68555.44,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.684851
BTC-USD,68555.44,69727.98,7965.20015213,67710.01,69997.76,68555.41,68557.83,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.688315
BTC-USD,68561.42,69727.98,7965.20015215,67710.01,69997.76,68561.42,68561.43,2026-04-07T19:24:47.737521Z,2026-04-07T19:24:47.793435
SOL-USD,80.6,81.92,1495166.54412774,78.36,82.16,80.600,80.610,2026-04-07T19:24:47.765237Z,2026-04-07T19:24:47.816744
ETH-USD,2094.96,2144.29,192337.66906516,2059.82,2155.73,2094.95,2094.96,2026-04-07T19:24:47.765272Z,2026-04-07T19:24:47.824886
ETH-USD,2094.96,2144.29,192337.67267342,2059.82,2155.73,2094.95,2094.96,2026-04-07T19:24:47.765272Z,2026-04-07T19:24:47.831624
BTC-USD,68561.51,69727.98,7965.24390815,67710.01,69997.76,68561.51,68561.93,2026-04-07T19:24:47.912999Z,2026-04-07T19:24:47.983042
BTC-USD,68561.51,69727.98,7965.24390817,67710.01,69997.76,68561.51,68561.52,2026-04-07T19:24:48.196934Z,2026-04-07T19:24:48.252782
BTC-USD,68560.02,69727.98,7965.28766545,67710.01,69997.76,68560.02,68560.03,2026-04-07T19:24:48.324219Z,2026-04-07T19:24:48.377208
BTC-USD,68560.02,69727.98,7965.28839464,67710.01,69997.76,68560.00,68560.03,2026-04-07T19:24:48.324219Z,2026-04-07T19:24:48.380082
BTC-USD,68560,69727.98,7965.30149464,67710.01,69997.76,68558.36,68560.01,2026-04-07T19:24:48.431717Z,2026-04-07T19:24:48.486235
BTC-USD,68560,69727.98,7965.31459464,67710.01,69997.76,68558.37,68560.01,2026-04-07T19:24:48.487512Z,2026-04-07T19:24:48.545895
ETH-USD,2094.96,2144.29,192338.38523508,2059.82,2155.73,2094.95,2094.99,2026-04-07T19:24:48.499515Z,2026-04-07T19:24:48.552455
BTC-USD,68562.41,69727.98,7965.31533127,67710.01,69997.76,68562.41,68562.42,2026-04-07T19:24:48.602424Z,2026-04-07T19:24:48.656494
SOL-USD,80.61,81.92,1495166.90442248,78.36,82.16,80.600,80.610,2026-04-07T19:24:48.621176Z,2026-04-07T19:24:48.676741
SOL-USD,80.61,81.92,1495166.95026107,78.36,82.16,80.600,80.610,2026-04-07T19:24:48.621176Z,2026-04-07T19:24:48.678013
SOL-USD,80.61,81.92,1495166.96426107,78.36,82.16,80.600,80.610,2026-04-07T19:24:48.621176Z,2026-04-07T19:24:48.683311
SOL-USD,80.61,81.92,1495167.13696435,78.36,82.16,80.600,80.610,2026-04-07T19:24:48.621176Z,2026-04-07T19:24:48.686885
BTC-USD,68563.52,69727.98,7965.31534827,67710.01,69997.76,68563.00,68564.82,2026-04-07T19:24:48.627017Z,2026-04-07T19:24:48.690575
BTC-USD,68564.82,69727.98,7965.31602300,67710.01,69997.76,68563.00,68564.82,2026-04-07T19:24:48.627017Z,2026-04-07T19:24:48.693366
BTC-USD,68563,69727.98,7965.31602304,67710.01,69997.76,68563.00,68564.82,2026-04-07T19:24:48.629612Z,2026-04-07T19:24:48.696528
